Frequency (Hz)	Amplitude
149.0909090909091	0.0037890481997674462
161.8181818181818	0.003543455802575431
174.54545454545453	0.018185019809287932
199.0909090909091	0.0012762284284736796
211.8181818181818	0.00783446941851431
330.9090909090909	0.0046457425670190676
352.7272727272727	0.012072161089441941
423.6363636363636	0.015284537280604367
438.1818181818182	0.0011596657530434185
875.4545454545454	0.0010263378939150043
950.9090909090909	0.0007833728012644436
964.5454545454545	0.0009633560031100016
967.2727272727273	0.0013734772433544719
973.6363636363636	0.0037734925279437168
977.2727272727273	0.005436151216980477
980.9090909090909	0.0050658744061146555
985.4545454545454	0.002214114281775356
988.1818181818181	0.0010410144825589707
998.1818181818181	0.0007792601195035746
1005.4545454545454	0.0007905955236466816
1022.7272727272727	0.000705198800948101
1102.7272727272727	0.002171259141604396
1313.6363636363635	0.0009732994977796374
1481.8181818181818	0.007128704526243905
1750.9090909090908	0.0005827163287871856
1929.090909090909	0.0008309375921462189
1940.9090909090908	0.0010528493126876184
1950.9090909090908	0.002466128914002319
1952.7272727272727	0.004858924247381215
1955.4545454545455	0.004335326803454512
1957.2727272727273	0.003416916030517014
1960.9090909090908	0.0027806207926920072
2156.3636363636365	0.0005251803298370319
2189.090909090909	0.0006892983788326109
2619.090909090909	0.0008905928518600972
2624.5454545454545	0.0010963213817378249
2631.8181818181815	0.013485567321343176
2634.5454545454545	0.0007578499147912119
2638.181818181818	0.0013912168505632217
2644.5454545454545	0.0008282976293109303
2924.5454545454545	0.0008268930057235467
2930.909090909091	0.0010617227441065292
2934.5454545454545	0.007158536149154149
2940.909090909091	0.00084846731002345
2947.272727272727	0.000893325423919192
3904.5454545454545	0.0006158348450743538
3908.181818181818	0.00122041688943025
3912.7272727272725	0.0027991123449412655
3915.4545454545455	0.0019910789414291775
3920.0	0.0008953001444400244
3964.5454545454545	0.0007486768726662708
3970.0	0.0010001800063565087
3974.5454545454545	0.001105258224206276
3977.272727272727	0.009380071071932788
3983.6363636363635	0.0013585441327321872
3990.0	0.0007830805591623298
4667.272727272727	0.006063829501900636
4669.090909090909	0.0011911304685598967
4673.636363636363	0.000913960324173622
4680.0	0.0006741339429333212
4890.0	0.0008246592087358709
5868.181818181818	0.0012140064793828116
6849.090909090909	0.0013648000110569008
7824.545454545454	0.0012348990441097534
7829.090909090909	0.001388677614827496
7834.545454545454	0.00080095533792601
8802.727272727272	0.0019188227351737614
8804.545454545454	0.0014798331536244652
8809.090909090908	0.0007515992762051146
8810.90909090909	0.0006924872422765644
9782.727272727272	0.0006728706479645818
11737.272727272726	0.0005828092856291883
12717.272727272726	0.0007742652774411474
13698.181818181818	0.0006501204229913824
